id,entity_type,name,description,official_url,repository_url,manufacturer,robot_type,physical_form,capabilities,payload,mobility,weight,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
robot:iotdesignshop/dexhand-mechanical-build,robot,dexhand-mechanical-build,"Mechanical, BOM, and Instructional Materials for Building the DexHand Open Source Dexterous Humanoid Robot Hand",,https://github.com/iotdesignshop/dexhand-mechanical-build,iotdesignshop,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:nathanwu7/humanoidverse3,robot,HumanoidVerse3,An all-in-one project for humanoid robots from locomotion to motion tracking.,,https://github.com/nathanwu7/humanoidverse3,NathanWu7,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:wiredgeist/mk1,robot,MK1,This repository contains the simulation assets for the Mk1 humanoid robot featured in my YouTube video.,,https://github.com/wiredgeist/mk1,WiredGeist,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:jixingao/kilvo,robot,KILVO,Kinematic-Inertial-LiDAR-Visual Odometry with Robust Multimodal Adaptation for Humanoid Robots,,https://github.com/jixingao/kilvo,JixinGao,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:jixingao/hr2-kilo,robot,HR2-KILO,"A High-Rate, Robust, Kinematic-Inertial-LiDAR Odometry for Humanoid Robots",,https://github.com/jixingao/hr2-kilo,JixinGao,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:red-rabbit-robotics/rx1_arm_hardware,robot,rx1_arm_hardware,robotic arm hardware files for rx1 humanoid robot,,https://github.com/red-rabbit-robotics/rx1_arm_hardware,Red-Rabbit-Robotics,Humanoid Robot,Bipedal Humanoid,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:engineai-robotics/engineai_robotics_native_sdk,robot,engineai_robotics_native_sdk,"This repository provides the EngineAI Native Control SDK, designed for humanoid robot application development and system integration.",,https://github.com/engineai-robotics/engineai_robotics_native_sdk,engineai-robotics,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:cyberbotics/wrestling,robot,wrestling,Humanoid robot wrestling competition,,https://github.com/cyberbotics/wrestling,cyberbotics,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:dhanvanth0905/nao-humanoid-robot,robot,NAO-Humanoid-Robot,,,https://github.com/dhanvanth0905/nao-humanoid-robot,Dhanvanth0905,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.7,2026-09-17T12:17:56.881025+00:00
robot:naohtwk/htwk-gym,robot,htwk-gym,"Advanced RL framework for humanoid robot locomotion. Supports T1/K1 robots with parameterized walking, ball-kicking, and complete training-to-deployment pipeline. Features multi-format export (PyTorch JIT, TensorFlow Lite), real-time control, and pre-trained models for immediate deployment.",,https://github.com/naohtwk/htwk-gym,NaoHTWK,Humanoid Robot,Bipedal Humanoid,bipedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:robotology/icub-models,robot,icub-models,Official URDF and SDF models of the iCub humanoid robot. ,,https://github.com/robotology/icub-models,robotology,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:catachiii/crl-humanoid-ros,robot,crl-humanoid-ros," A ROS 2 framework for humanoid robot simulation and control, developed by the Computational Robotics Lab (CRL) at ETH Zurich. ",,https://github.com/catachiii/crl-humanoid-ros,catachiii,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:knoxsbyte/argos,robot,argos,A  fully end-to-end framework for coordinating swarms of Unitree G1 humanoid robots to autonomously clean rooms,,https://github.com/knoxsbyte/argos,knoxsbyte,Humanoid Robot,Bipedal Humanoid,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:ahornung/humanoid_navigation,robot,humanoid_navigation,ROS stack with footstep planning and localization for humanoid robots: http://wiki.ros.org/humanoid_navigation,,https://github.com/ahornung/humanoid_navigation,ahornung,Humanoid Robot,Bipedal Humanoid,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:hitchopen/hope,robot,HOPE,"HOPE is an open platform for humanoid robot table tennis. The challenge invites teams to deploy whole-body humanoid controllers that can rally a ping-pong ball against human opponents or other robots, using off-the-shelf humanoid hardware and an open-source perception and planning stack.",,https://github.com/hitchopen/hope,hitchopen,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:rhoban/ikwalk,robot,IKWalk,Open loop walk engine for small humanoid robots,,https://github.com/rhoban/ikwalk,Rhoban,Humanoid Robot,Bipedal Humanoid,bipedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:zyuonrobotics/humanoid-retarget,robot,humanoid-retarget,Retargeting motion from human to humanoid robots.,,https://github.com/zyuonrobotics/humanoid-retarget,ZyuonRobotics,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:gtziafas/humanoid-dexart-retarget,robot,humanoid-dexart-retarget,Retargeting of whole-body human motion to humanoid robots for dexterous manipulation of articulated objects.,,https://github.com/gtziafas/humanoid-dexart-retarget,gtziafas,Humanoid Robot,Bipedal Humanoid,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:maxling/particle_filter_slam,robot,particle_filter_SLAM,"SLAM with occupancy grid and particle filter, using lidar, joints, IMU and odometry data from THOR humanoid robot",,https://github.com/maxling/particle_filter_slam,MaxLing,Humanoid Robot,Bipedal Humanoid,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:ut-austin-rpl/okami,robot,OKAMI,OKAMI: Teaching Humanoid Robots Manipulation Skills through Single Video Imitation,https://ut-austin-rpl.github.io/OKAMI,https://github.com/ut-austin-rpl/okami,UT-Austin-RPL,Humanoid Robot,Bipedal Humanoid,manipulation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:jalil32/g1-isaac-groot-n1,robot,g1-isaac-groot-n1,This project aims to fine-tune and deploy NVIDIA's Isaac GR00T N1 model to the unitree G1 humanoid robot,,https://github.com/jalil32/g1-isaac-groot-n1,Jalil32,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:menloresearch/opencrane,robot,opencrane,OpenCrane is an open-source crane for humanoid robots.,,https://github.com/menloresearch/opencrane,menloresearch,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:physical-superintelligence-lab/humanoid-teleop,robot,Humanoid-Teleop,Teleoperation and data collection pipeline for humanoid robots,,https://github.com/physical-superintelligence-lab/humanoid-teleop,physical-superintelligence-lab,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:hyperspawn/dropbear,robot,Dropbear,"Dropbear Humanoid Robot - an advanced humanoid robot designed to operate in varied environments, showcasing agility, precision, and intelligence.",https://hyperspawn.co,https://github.com/hyperspawn/dropbear,Hyperspawn,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:junhengl/mirror,robot,mirror,Source Code for MIRROR: Visual Motion Imitation via Real-time Retargeting and Teleoperation on Humanoid Robots with Parallel Differential Inverse Kinematics,https://caltech-amber.github.io/mirror,https://github.com/junhengl/mirror,junhengl,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:skylark0924/rofunc-ros,robot,Rofunc-ros,A Ros Package for Human-centered Interactive Intelligent Humanoid Robots,,https://github.com/skylark0924/rofunc-ros,Skylark0924,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:igusgmbh/humanoidopenplatform,robot,HumanoidOpenPlatform,Evolutionary leap for humanoid robots,,https://github.com/igusgmbh/humanoidopenplatform,igusGmbH,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:beijingdynamics/sprite_humanoid_freecad,robot,sprite_humanoid_freecad,FreeCAD hardware source files for the Sprite humanoid robot,,https://github.com/beijingdynamics/sprite_humanoid_freecad,BeijingDynamics,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:acodedog/safehumanoidspolicy,robot,SafeHumanoidsPolicy,End-to-End Humanoid Robot Safe and Comfortable Locomotion Policy,,https://github.com/acodedog/safehumanoidspolicy,aCodeDog,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:arefmq/soccerballdetection,robot,SoccerBallDetection,This project is aimed to detect the soccer ball via camera. This project orginally is to solve the ball detection problem for the humanoid robots (Humanoid league and SPL) in RoboCup competitions.,,https://github.com/arefmq/soccerballdetection,ArefMq,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:gbionics/whole-body-estimators,robot,whole-body-estimators,YARP devices that implement estimators for humanoid robots.,,https://github.com/gbionics/whole-body-estimators,gbionics,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:haritsahm/monte-carlo-localization,robot,monte-carlo-localization,Augmented Monte Carlo Localization - Humanoid Robot,,https://github.com/haritsahm/monte-carlo-localization,haritsahm,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:ozkannceylan/humanoid_vla,robot,humanoid_vla,End-to-end VLA humanoid robot in MuJoCo: ACT model on Unitree G1 with ROS 2 NL interface and OOD generalization study.,,https://github.com/ozkannceylan/humanoid_vla,ozkannceylan,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:pr2-humanoid/pr2-platform,robot,PR2-Platform,"PR2 is a humanoid robot testbed designed for both entry-level students and professional users with supports in bipedal locomotion, multi-modal manipulation, and interaction with vision and language foundation models.",https://pr2-humanoid.github.io,https://github.com/pr2-humanoid/pr2-platform,pr2-humanoid,Humanoid Robot,Bipedal Humanoid,"bipedal_locomotion, manipulation",,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:watonomous/humanoid,robot,humanoid,Building UWaterloo's First Humanoid Robot - Pioneer,https://watonomous.github.io/humanoid-docs/index.html,https://github.com/watonomous/humanoid,WATonomous,Humanoid Robot,Bipedal Humanoid,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22humanoid+robot%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:hightorque-robotics/panthera-ht_main,robot,Panthera-HT_Main,Introduction to the Panthera-HT robotic arm,,https://github.com/hightorque-robotics/panthera-ht_main,HighTorque-Robotics,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:elephantrobotics/mycobot,robot,myCobot,myCobot is the World's Smallest Collaborative Robot Arm. ,,https://github.com/elephantrobotics/mycobot,elephantrobotics,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:gabryxx7/robotarmhelix,robot,RobotArmHelix,"3D Simulation, forward and inverse kinematics of a robotic arm in C# using WPF and helix-toolkit",,https://github.com/gabryxx7/robotarmhelix,Gabryxx7,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:real-stanford/arx5-sdk,robot,arx5-sdk,C++ and Python controller for ARX5 robot arm developed by @yihuai-gao (@real-stanford),,https://github.com/real-stanford/arx5-sdk,real-stanford,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:alishug/evoarm,robot,EvoArm,An open-source 3D-printable robotic arm,,https://github.com/alishug/evoarm,AliShug,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:shilicon/kr260_robotic_arm,robot,kr260_robotic_arm,A robotic arm controller design based on AMD/Xilinx KR260 FPGA dev-kit.,,https://github.com/shilicon/kr260_robotic_arm,shilicon,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:robstride/edulite_a3,robot,EDULITE_A3,Lightweight fully open-source 6-DOF robotic arm,,https://github.com/robstride/edulite_a3,RobStride,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:dbddqy/visual_kinematics,robot,visual_kinematics,simple python-based kinematics solver for robot arm,,https://github.com/dbddqy/visual_kinematics,dbddqy,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:hobofan/collected-robotic-arms,robot,collected-robotic-arms,Collection of Robotic Arms and related resources,,https://github.com/hobofan/collected-robotic-arms,hobofan,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:pacogarcia3/hta0-horizontal-robot-arm,robot,hta0-horizontal-robot-arm,Horizontal Robot Arm HTA0,,https://github.com/pacogarcia3/hta0-horizontal-robot-arm,pacogarcia3,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:ragtime-lab/ragtime_panthera,robot,Ragtime_Panthera,A set of six axis gripper robotic arm based on DM actuator.,,https://github.com/ragtime-lab/ragtime_panthera,Ragtime-LAB,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:ftobler/robotarm,robot,robotArm,Software for a 3D Printed Robot Arm,,https://github.com/ftobler/robotarm,ftobler,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:creativeinquiry/ofxrobotarm,robot,ofxRobotArm,A collection of universal classes used for robotic arm control software ,,https://github.com/creativeinquiry/ofxrobotarm,CreativeInquiry,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:yao62995/as_6dof_arm,robot,AS_6Dof_Arm,"robot arm by ROS & Moveit, Train Deep Reinforcement Algorithms",,https://github.com/yao62995/as_6dof_arm,yao62995,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:real-stanford/flingbot,robot,flingbot,[CoRL 2021 Best System Paper] This repository contains code for training and evaluating FlingBot in both simulation and real-world settings on a dual-UR5 robot arm setup for Ubuntu 18.04,https://flingbot.cs.columbia.edu,https://github.com/real-stanford/flingbot,real-stanford,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:epfl-lasa/ridgeback_ur5_controller,robot,ridgeback_ur5_controller,Several controllers to move Ridgeback mobile-robot and UR5 robotic-arm.,,https://github.com/epfl-lasa/ridgeback_ur5_controller,epfl-lasa,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:jmichiels/arm,robot,arm,"Robot arm simulation using Gazebo, ROS Control and MoveIt.",,https://github.com/jmichiels/arm,jmichiels,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:kinovarobotics/ros2_kortex,robot,ros2_kortex,ROS2 driver for the Gen3 Kinova robot arm,,https://github.com/kinovarobotics/ros2_kortex,Kinovarobotics,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881555+00:00
robot:hit-zhangtianpeng/visual_robotic_arm,robot,visual_robotic_arm,,,https://github.com/hit-zhangtianpeng/visual_robotic_arm,HIT-zhangtianpeng,Industrial Arm,Articulated Arm,manipulation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:17:56.881555+00:00
